"ano_sem","Timestamp","Qual é a sua turma (dia/horario)?","exp_s_n","1.1) Qual seu sentimento com relação a programação?","sentimento","1.2) Qual sua experiência com programação?","1.3) Quais linguagens de programação você tem algum nível de conhecimento?","1.4) Você acredita que programação tem um papel relevante na análise de dados?","prog_dados","2) Como você avalia seu raciocínio logico?","logica","3) Qual seu sentimento com as disciplinas exatas, como matemática?","matematica","4) Como você avalia sua capacidade de analisar dados, por exemplo interpretar gráficos e dados publicados pela mídia?","ana_dados","5) Qual sua percepção sobre Inteligência Artificial (IA) e aprendizado de máquina (ML)","ia","6) Quanto a sua motivação em relação a esta disciplina assinale uma ou mais afirmações:","motivacao","1) Você tem alguma experiência com programação?","Ano","1.3) Quais linguagens de programação você tem algum nível de conhecimento? [Python]","1.3) Quais linguagens de programação você tem algum nível de conhecimento? [R]","1.3) Quais linguagens de programação você tem algum nível de conhecimento? [VBA]","1.3) Quais linguagens de programação você tem algum nível de conhecimento? [Javascript]","1.3) Quais linguagens de programação você tem algum nível de conhecimento? [Java]","1.3) Quais linguagens de programação você tem algum nível de conhecimento? [C]","1.3) Quais linguagens de programação você tem algum nível de conhecimento? [PHP]","1.3) Quais linguagens de programação você tem algum nível de conhecimento? [Outras]","Qual das afirmações abaixo mais se aproxima da sua opinião? *","Como você avalia sua capacidade de analisar dados, por exemplo interpretar gráficos e dados publicados pela mídia?","Pensando na sua percepção sobre Inteligência Artificial (IA) e aprendizado de máquina (ML) em geral, qual das afirmações abaixo mais se aproxima da sua opinião?*","Considerando as frases abaixo, a respeito de motivações diversas para esta disciplina, qual das afirmações abaixo mais se aproxima do seu caso?","Carimbo de data/hora","Curso","Quanto a sua motivação em relação a esta disciplina, assinale uma ou mais afirmações","Quão experiente em programação você é?","A quantos anos você programa?","Quais linguagens de programação você possui algum nível de conhecimento?","Quão bom você avalia seu raciocínio lógico?","Qual o seu nível de facilidade com as disciplinas exatas, como matemática?","Quão bom você avalia seu raciocínio matemático?","Qual o seu nível de facilidade em analisar dados e gráficos divulgados pela mídia ?","Quanto você consegue abstrair?","Quanto você consegue seguir um algoritmo?","Quão relevante você acha conhecimentos de programação para a sociedade?","Quão relevante você acha conhecimentos de programação para o seu curso?","Quão relevante você acha conhecimentos de programação para a análise de dados?","Quão bem você pode usar ferramentas e técnicas computacionais necessárias para o desenvolvimento do seu curso?","Quão aplicável você acha que Inteligência Artificial (IA) e Machine Learning (ML) é para sociedade?","Quão relevante você acha conhecimentos de programação para evolução na sua profissão?","Como você avalia a aplicabilidade de tecnologia, em particular programação, data science e IA/ML na resolução de problemas reais da sua profissão?","Como você avalia sua capacidade de abstração, ou seja, habilidade de se concentrar nos aspectos essenciais de um contexto qualquer, ignorando características menos importantes.","Quão bom você avalia seu raciocínio estatítico?","Qual o seu nível de facilidade em analisar dados e gráficos (por exemplo, os divulgados pela mídia) ?","Como você avalia sua habilidade de analisar dados históricos em maior volume com o suporte de ferramentas tecnológicas?","Como você avalia sua habilidade de criar previsões/projeções de dados futuros com o suporte de ferramentas tecnológicas?","Você usualmente necessita de diagramas ou outros elementos visuais para entender raciocínio lógicos?","rac_logico","rac_matematico","dados_graficos","IA_ML","experiencia","logico","matematico","motivo"
NA,2022-02-23 07:34:35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3.2,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,4,3,3,5,5,5,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","5","4","Não",3.2,2.4,1
NA,2022-02-23 07:35:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3.2,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,5,4,4,5,4,4,3,5,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,"5","4","5","4","Não",4,3.2,1
NA,2022-02-23 07:36:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,4,4,4,5,4,4,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","5","5","Não",3.2,3.2,1
NA,2022-02-23 07:36:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,4,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,4,4,4,4,3,4,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","4","5","Não",3.2,3.2,1
NA,2022-02-23 07:37:27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,"Sei programar mas quero me aperfeiçoar",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Sei programar mas quero me aperfeiçoar",3,2,"Java, Python, VBA",5,4,4,5,4,4,5,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,"5","4","5","5","Sim",4,3.2,0
NA,2022-02-23 07:37:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,5,4,4,5,3,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"5","4","5","5","Não",4,3.2,1
NA,2022-02-23 07:37:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,4,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,4,4,4,4,4,3,5,5,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","4","5","Não",3.2,3.2,1
NA,2022-02-23 07:37:47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,4,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,3,4,4,4,4,3,5,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,"3","4","4","5","Não",2.4,3.2,1
NA,2022-02-23 07:38:35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,4,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,4,4,4,3,3,3,4,3,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","3","5","Não",3.2,3.2,1
NA,2022-02-23 07:39:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,4,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,4,3,3,4,4,3,5,4,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","4","5","Não",3.2,2.4,1
NA,2022-02-23 07:39:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,4,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,3,4,4,4,3,3,4,3,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,"3","4","4","5","Não",2.4,3.2,1
NA,2022-02-23 07:40:27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,4,NA,"Sei programar mas quero me aperfeiçoar",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Sei programar mas quero me aperfeiçoar",4,4,"Python, VBA",4,3,3,4,5,4,4,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","4","5","Sim",3.2,2.4,0
NA,2022-02-23 07:41:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,4,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,4,4,4,4,4,4,5,5,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","4","5","Não",3.2,3.2,1
NA,2022-02-23 07:41:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3.2,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,4,5,5,5,3,3,5,5,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,"4","5","5","4","Não",3.2,4,1
NA,2022-02-23 07:47:14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,4,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,5,3,3,4,5,5,5,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,"5","3","4","5","Não",4,2.4,1
NA,2022-02-23 07:47:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,4,NA,"Sei programar mas quero me aperfeiçoar",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Sei programar mas quero me aperfeiçoar",2,1,"Python, VBA",3,3,3,4,3,2,5,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","4","5","Sim",2.4,2.4,0
NA,2022-02-23 07:54:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,4,NA,"Sei programar mas quero me aperfeiçoar",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Sei programar mas quero me aperfeiçoar",4,2,"C, Java Script, Python",4,3,3,4,4,4,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","4","5","Sim",3.2,2.4,0
NA,2022-02-23 07:55:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,4,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,5,3,3,4,4,3,1,2,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"5","3","4","5","Não",4,2.4,1
NA,2022-02-23 07:55:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,2.4,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,4,4,4,4,4,3,3,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","4","3","Não",3.2,3.2,1
NA,2022-02-23 07:55:39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,"Sei programar mas quero me aperfeiçoar",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Sei programar mas quero me aperfeiçoar",1,1,"Python, VBA",4,4,3,5,3,4,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","5","5","Sim",3.2,2.4,0
NA,2022-02-23 07:55:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,"Sei programar mas quero me aperfeiçoar",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Sei programar mas quero me aperfeiçoar",4,2,"Python, VBA",5,4,4,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"5","4","5","5","Sim",4,3.2,0
NA,2022-02-23 07:57:14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,5,5,5,5,4,5,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","5","5","Não",4,4,1
NA,2022-02-23 08:13:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,4,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,4,3,3,3,3,3,3,4,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","3","5","Não",3.2,2.4,1
NA,2022-02-22 08:09:44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,4,4,4,5,4,5,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","5","5","Não",3.2,3.2,1
NA,2022-02-22 08:10:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,3.2,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,3,2,3,3,3,2,4,5,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3","4","Não",2.4,2.4,1
NA,2022-02-22 08:10:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,4,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,4,4,3,4,5,5,5,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","4","5","Não",3.2,2.4,1
NA,2022-02-22 08:10:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,3.2,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,4,3,3,4,5,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","4","4","Não",3.2,2.4,1
NA,2022-02-22 08:10:08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,4,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Administração","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,4,3,3,3,4,4,4,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","3","5","Não",3.2,2.4,1
NA,2022-02-22 08:10:14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,3.2,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,4,4,4,4,3,4,3,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","4","4","Não",3.2,3.2,1
NA,2022-02-22 08:10:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,3.2,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,4,3,3,3,4,2,5,2,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","3","4","Não",3.2,2.4,1
NA,2022-02-22 08:10:28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,4,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,3,3,3,4,4,4,5,5,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","4","5","Não",2.4,2.4,1
NA,2022-02-22 08:10:34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,4,4,3,5,4,4,5,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","5","5","Não",3.2,2.4,1
NA,2022-02-22 08:10:35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,4,NA,"Sei programar mas quero me aperfeiçoar",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Sei programar mas quero me aperfeiçoar",3,2,"Python, VBA, R",4,2,2,4,4,4,5,4,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"4","2","4","5","Sim",3.2,1.6,0
NA,2022-02-22 08:10:39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,3.2,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Administração","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,4,3,4,4,3,3,3,4,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","4","4","Não",3.2,3.2,1
NA,2022-02-22 08:10:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,4,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,4,3,3,4,4,3,5,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","4","5","Não",3.2,2.4,1
NA,2022-02-22 08:10:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,4,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Administração","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,3,2,3,3,4,4,5,4,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3","5","Não",2.4,2.4,1
NA,2022-02-22 08:10:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,4,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,3,2,2,3,4,3,4,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"3","2","3","5","Não",2.4,1.6,1
NA,2022-02-22 08:10:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,4,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,4,3,3,4,4,3,5,3,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","4","5","Não",3.2,2.4,1
NA,2022-02-22 08:10:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,4,NA,"Não sei programar e nem tenho interesse em aprender programar",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Administração","Não sei programar e nem tenho interesse em aprender programar",NA,NA,NA,4,2,2,2,2,1,1,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"4","2","2","5","Não",3.2,1.6,-1
NA,2022-02-22 08:10:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,3.2,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,5,4,4,3,3,3,5,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"5","4","3","4","Não",4,3.2,1
NA,2022-02-22 08:10:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,4,NA,"Sei programar mas quero me aperfeiçoar",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Sei programar mas quero me aperfeiçoar",2,2,"Python, VBA, R",3,2,4,2,4,4,3,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,"3","4","2","5","Sim",2.4,3.2,0
NA,2022-02-22 08:11:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,4,NA,"Não sei programar e nem tenho interesse em aprender programar",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar e nem tenho interesse em aprender programar",NA,NA,NA,5,3,4,4,2,4,4,3,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,"5","4","4","5","Não",4,3.2,-1
NA,2022-02-22 08:11:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,4,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,4,3,3,3,2,4,5,4,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","3","5","Não",3.2,2.4,1
NA,2022-02-22 08:11:27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,4,NA,"Não sei programar e nem tenho interesse em aprender programar",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar e nem tenho interesse em aprender programar",NA,NA,NA,3,3,3,2,1,1,5,3,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","2","5","Não",2.4,2.4,-1
NA,2022-02-22 08:11:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,3.2,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,4,4,3,4,4,5,4,5,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","4","4","Não",3.2,2.4,1
NA,2022-02-22 08:11:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,4,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,3,3,3,4,3,4,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","4","5","Não",2.4,2.4,1
NA,2022-02-22 08:11:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,4,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,5,5,5,4,3,5,3,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","4","5","Não",4,4,1
NA,2022-02-22 08:12:05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,4,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciências Econômicas","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,5,5,5,4,3,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","4","5","Não",4,4,1
NA,2022-02-23 14:25:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3.2,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Administração","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,5,3,4,5,3,3,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"5","4","5","4","Não",4,3.2,1
NA,2022-02-23 14:25:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,4,NA,"Não sei programar mas estou muito motivado a aprender",NA,"2022/1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Administração","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,5,4,4,4,3,3,5,4,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,"5","4","4","5","Não",4,3.2,1
